"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-01 23:00","2023","01","01","23:00","0.3","","-0.4","","95","","","","17","","6","","24.1","","100.10","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-02 00:00","2023","01","02","00:00","0.2","","-0.4","","96","","","","19","","8","","24.1","","100.08","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-02 01:00","2023","01","02","01:00","0.3","","-0.6","","94","","","","20","","7","","24.1","","100.10","","","","","","Cloudy"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-02 02:00","2023","01","02","02:00","0.4","","-0.4","","94","","","","18","","5","","24.1","","100.14","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-02 03:00","2023","01","02","03:00","0.6","","-0.2","","95","","","","19","","8","","24.1","","100.18","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-02 04:00","2023","01","02","04:00","0.5","","-0.1","","95","","","","18","","5","","24.1","","100.15","","","","","","Drizzle"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-02 05:00","2023","01","02","05:00","0.4","","0.2","","98","","","","19","","7","","6.4","","100.14","","","","","","Snow,Fog"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-02 06:00","2023","01","02","06:00","0.7","","0.6","","99","","","","21","","9","","6.4","","100.17","","","","","","Fog"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-02 07:00","2023","01","02","07:00","1.4","","1.2","","98","","","","23","","11","","4.8","","100.20","","","","","","Fog"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-02 08:00","2023","01","02","08:00","1.7","","1.1","","96","","","","23","","12","","6.4","","100.21","","","","","","Fog"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-02 09:00","2023","01","02","09:00","2.1","","1.5","","96","","","","21","","14","","8.1","","100.26","","","","","","Fog"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-02 10:00","2023","01","02","10:00","2.8","","1.9","","94","","","","23","","13","","9.7","","100.33","","","","","","Fog"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-02 11:00","2023","01","02","11:00","3.5","","1.9","","89","","","","25","","11","","16.1","","100.33","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-02 12:00","2023","01","02","12:00","3.8","","0.6","","79","","","","26","","16","","24.1","","100.32","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-02 13:00","2023","01","02","13:00","4.1","","-0.4","","73","","","","27","","23","","24.1","","100.34","","","","","","Mostly Cloudy"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-02 14:00","2023","01","02","14:00","4.6","","-0.2","","71","","","","29","","15","","24.1","","100.37","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-02 15:00","2023","01","02","15:00","4.4","","-0.5","","71","","","","28","","15","","24.1","","100.41","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-02 16:00","2023","01","02","16:00","2.7","","-0.8","","77","","","","28","","7","","24.1","","100.46","","","","","","Mostly Cloudy"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-02 17:00","2023","01","02","17:00","3.2","","-0.9","","75","","","","25","","7","","24.1","","100.49","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-02 18:00","2023","01","02","18:00","2.8","","-0.7","","78","","","","25","","8","","24.1","","100.54","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-02 19:00","2023","01","02","19:00","2.7","","-0.7","","78","","","","21","","6","","24.1","","100.61","","","","","","Cloudy"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-02 20:00","2023","01","02","20:00","2.3","","-0.6","","81","","","","22","","5","","24.1","","100.64","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-02 21:00","2023","01","02","21:00","2.2","","-0.5","","83","","","","18","","9","","24.1","","100.63","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-02 22:00","2023","01","02","22:00","2.1","","-0.7","","82","","","","20","","7","","24.1","","100.62","","","","","","Cloudy"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-02 23:00","2023","01","02","23:00","2.0","","-0.9","","81","","","","20","","5","","24.1","","100.62","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-03 00:00","2023","01","03","00:00","1.5","","-0.9","","84","","","","19","","7","","24.1","","100.63","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-03 01:00","2023","01","03","01:00","1.3","","-0.9","","85","","","","18","","6","","24.1","","100.55","","","","","","Mostly Cloudy"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-03 02:00","2023","01","03","02:00","1.0","","-0.7","","89","","","","17","","8","","24.1","","100.49","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-03 03:00","2023","01","03","03:00","0.8","","-0.8","","88","","","","17","","6","","24.1","","100.51","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-03 04:00","2023","01","03","04:00","-0.7","","-1.3","","96","","","","18","","5","","24.1","","100.48","","","","-2","","Mostly Cloudy"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-03 05:00","2023","01","03","05:00","-0.6","","-1.3","","95","","","","15","","4","","24.1","","100.43","","","","-2","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-03 06:00","2023","01","03","06:00","-0.5","","-1.2","","95","","","","19","","10","","24.1","","100.46","","","","-4","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-03 07:00","2023","01","03","07:00","-0.9","","-1.4","","96","","","","36","","3","","24.1","","100.49","","","","-2","","Mostly Cloudy"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-03 08:00","2023","01","03","08:00","-0.5","","-1.1","","96","","","","10","","9","","24.1","","100.31","","","","-4","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-03 09:00","2023","01","03","09:00","-0.1","","-0.9","","95","","","","7","","10","","24.1","","100.28","","","","-3","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-03 10:00","2023","01","03","10:00","0.3","","-0.7","","93","","","","9","","8","","24.1","","100.27","","","","","","Cloudy"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-03 11:00","2023","01","03","11:00","1.2","","-0.7","","87","","","","9","","13","","24.1","","100.13","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-03 12:00","2023","01","03","12:00","1.8","","-0.7","","84","","","","10","","10","","24.1","","100.06","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-03 13:00","2023","01","03","13:00","2.3","","-0.3","","83","","","","4","","9","","16.1","","99.91","","","","","","Cloudy"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-03 14:00","2023","01","03","14:00","2.8","","-0.4","","80","","","","4","","10","","16.1","","99.78","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-03 15:00","2023","01","03","15:00","2.2","","-0.3","","83","","","","2","","13","","16.1","","99.72","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-03 16:00","2023","01","03","16:00","1.9","","-0.7","","83","","","","2","","16","","16.1","","99.71","","","","","","Cloudy"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-03 17:00","2023","01","03","17:00","1.8","","-0.6","","84","","","","3","","13","","24.1","","99.70","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-03 18:00","2023","01","03","18:00","1.8","","-0.7","","84","","","","3","","9","","24.1","","99.71","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-03 19:00","2023","01","03","19:00","2.0","","-0.8","","81","","","","3","","13","","24.1","","99.71","","","","","","Cloudy"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-03 20:00","2023","01","03","20:00","1.9","","-1.1","","80","","","","3","","15","","24.1","","99.69","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-03 21:00","2023","01","03","21:00","1.9","","-1.2","","80","","","","3","","13","","24.1","","99.71","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-03 22:00","2023","01","03","22:00","1.8","","-1.2","","80","","","","2","","12","","24.1","","99.70","","","","","","Cloudy"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-03 23:00","2023","01","03","23:00","2.0","","-1.3","","79","","","","2","","16","","24.1","","99.70","","","","","","Rain"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-04 00:00","2023","01","04","00:00","1.6","","-0.8","","84","","","","2","","13","","24.1","","99.69","","","","","","Rain"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-04 01:00","2023","01","04","01:00","1.0","","-0.4","","91","","","","4","","11","","24.1","","99.64","","","","","","Rain"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-04 02:00","2023","01","04","02:00","0.6","","-0.1","","95","","","","4","","10","","24.1","","99.61","","","","","","Rain"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-04 03:00","2023","01","04","03:00","0.8","","0.1","","95","","","","3","","9","","24.1","","99.71","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-04 04:00","2023","01","04","04:00","0.8","","0.1","","95","","","","4","","11","","24.1","","99.74","","","","","","Cloudy"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-04 05:00","2023","01","04","05:00","1.0","","0.2","","94","","","","2","","10","","24.1","","99.74","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-04 06:00","2023","01","04","06:00","1.2","","0.3","","94","","","","34","","8","","16.1","","99.88","","","","","","Rain"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-04 07:00","2023","01","04","07:00","0.8","","0.5","","97","","","","5","","7","","16.1","","99.85","","","","","","Rain"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-04 08:00","2023","01","04","08:00","1.0","","0.5","","97","","","","1","","11","","24.1","","99.92","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-04 09:00","2023","01","04","09:00","1.2","","0.6","","96","","","","1","","9","","24.1","","99.99","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-04 10:00","2023","01","04","10:00","1.3","","0.7","","96","","","","1","","10","","12.9","","100.15","","","","","","Drizzle"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-04 11:00","2023","01","04","11:00","1.5","","0.9","","96","","","","4","","12","","12.9","","100.12","","","","","","Drizzle"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-04 12:00","2023","01","04","12:00","1.8","","0.7","","93","","","","5","","14","","24.1","","100.02","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-04 13:00","2023","01","04","13:00","1.9","","0.3","","89","","","","5","","14","","24.1","","100.02","","","","","","Cloudy"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-04 14:00","2023","01","04","14:00","1.9","","0.0","","87","","","","4","","18","","24.1","","100.01","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-04 15:00","2023","01","04","15:00","1.8","","-0.1","","87","","","","6","","11","","24.1","","100.06","","","","","","Rain"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-04 16:00","2023","01","04","16:00","1.2","","0.5","","95","","","","5","","16","","9.7","","100.05","","","","","","Rain,Fog"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-04 17:00","2023","01","04","17:00","0.7","","-0.2","","94","","","","7","","17","","9.7","","100.04","","","","","","Rain,Fog"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-04 18:00","2023","01","04","18:00","0.3","","-0.6","","93","","","","6","","20","","16.1","","100.04","","","","","","Rain"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-04 19:00","2023","01","04","19:00","0.3","","-0.6","","93","","","","7","","18","","16.1","","99.98","","","","","","Rain"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-04 20:00","2023","01","04","20:00","0.2","","-0.8","","93","","","","7","","33","","16.1","","99.88","","","","","","Rain"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-04 21:00","2023","01","04","21:00","0.1","","-1.0","","92","","","","6","","31","","16.1","","99.88","","","","","","Rain"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-04 22:00","2023","01","04","22:00","-0.4","","-1.6","","92","","","","6","","37","","12.9","","99.85","","","","-8","","Freezing Rain"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-04 23:00","2023","01","04","23:00","-0.9","","-2.1","","92","","","","6","","46","","16.1","","99.65","","","","-9","","Freezing Rain"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-05 00:00","2023","01","05","00:00","-1.3","","-2.5","","91","","","","7","","33","","16.1","","99.74","","","","-8","","Freezing Rain"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-05 01:00","2023","01","05","01:00","-1.5","","-2.4","","93","","","","6","","36","","16.1","","99.60","","","","-9","","Freezing Rain"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-05 02:00","2023","01","05","02:00","-1.2","","-1.9","","95","","","","8","","28","","3.2","","99.63","","","","-8","","Freezing Rain,Fog"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-05 03:00","2023","01","05","03:00","-2.0","","-2.7","","95","","","","7","","17","","3.2","","99.73","","","","-7","","Freezing Rain,Fog"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-05 04:00","2023","01","05","04:00","-2.6","","-3.2","","95","","","","6","","20","","4.8","","99.73","","","","-9","","Freezing Drizzle,Fog"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-05 05:00","2023","01","05","05:00","-3.0","","-3.6","","96","","","","8","","14","","8.1","","99.82","","","","-8","","Freezing Drizzle,Fog"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-05 06:00","2023","01","05","06:00","-3.0","","-3.5","","97","","","","5","","9","","2.8","","99.87","","","","-7","","Freezing Drizzle,Fog"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-05 07:00","2023","01","05","07:00","-3.2","","-3.6","","97","","","","4","","9","","4.8","","99.93","","","","-7","","Freezing Drizzle,Fog"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-05 08:00","2023","01","05","08:00","-3.2","","-3.6","","97","","","","6","","11","","8.1","","99.99","","","","-7","","Freezing Drizzle,Fog"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-05 09:00","2023","01","05","09:00","-3.2","","-3.5","","98","","","","5","","9","","3.2","","100.01","","","","-7","","Freezing Drizzle,Fog"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-05 10:00","2023","01","05","10:00","-2.8","","-2.9","","99","","","","9","","8","","1.2","","100.04","","","","-6","","Snow"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-05 11:00","2023","01","05","11:00","-2.6","","-2.8","","99","","","","7","","5","","3.2","","100.05","","","","-5","","Fog"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-05 12:00","2023","01","05","12:00","-2.3","","-2.4","","99","","","","8","","7","","1.2","","100.02","","","","-5","","Fog"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-05 13:00","2023","01","05","13:00","-2.0","","-2.1","","99","","","","8","","8","","1.2","","99.97","","","","-5","","Fog"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-05 14:00","2023","01","05","14:00","-2.1","","-2.2","","99","","","","8","","9","","1.0","","99.95","","","","-6","","Fog"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-05 15:00","2023","01","05","15:00","-2.2","","-2.3","","99","","","","8","","12","","1.0","","99.97","","","","-6","","Fog"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-05 16:00","2023","01","05","16:00","-2.0","","-2.1","","99","","","","8","","9","","1.0","","100.03","","","","-5","","Freezing Drizzle,Fog"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-05 17:00","2023","01","05","17:00","-1.8","","-1.9","","99","","","","8","","13","","1.2","","100.04","","","","-6","","Freezing Drizzle,Fog"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-05 18:00","2023","01","05","18:00","-2.0","","-2.1","","99","","","","7","","15","","2.4","","100.03","","","","-7","","Fog"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-05 19:00","2023","01","05","19:00","-1.6","","-1.7","","100","","","","8","","11","","1.6","","100.07","","","","-5","","Freezing Drizzle,Fog"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-05 20:00","2023","01","05","20:00","-1.6","","-1.6","","99","","","","9","","13","","2.8","","100.07","","","","-6","","Fog"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-05 21:00","2023","01","05","21:00","-1.6","","-1.7","","99","","","","8","","13","","2.4","","100.06","","","","-6","","Snow,Fog"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-05 22:00","2023","01","05","22:00","-1.6","","-1.7","","99","","","","7","","11","","2.4","","100.05","","","","-5","","Snow,Fog"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-05 23:00","2023","01","05","23:00","-1.7","","-1.8","","99","","","","8","","9","","2.4","","100.04","","","","-5","","Snow,Fog"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-06 00:00","2023","01","06","00:00","-1.9","","-2.0","","99","","","","7","","9","","2.0","","100.02","","","","-5","","Snow,Fog"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-06 01:00","2023","01","06","01:00","-2.1","","-2.2","","99","","","","6","","6","","2.0","","99.98","","","","-4","","Snow,Fog"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-06 02:00","2023","01","06","02:00","-2.1","","-2.2","","99","","","","7","","8","","2.0","","100.00","","","","-5","","Snow,Fog"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-06 03:00","2023","01","06","03:00","-2.2","","-2.4","","99","","","","7","","8","","2.0","","100.00","","","","-5","","Snow,Fog"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-06 04:00","2023","01","06","04:00","-2.5","","-2.6","","99","","","","6","","9","","2.0","","99.97","","","","-6","","Snow,Fog"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-06 05:00","2023","01","06","05:00","-2.4","","-2.6","","99","","","","7","","9","","2.0","","99.97","","","","-6","","Snow,Fog"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-06 06:00","2023","01","06","06:00","-2.4","","-2.6","","98","","","","9","","8","","2.0","","100.01","","","","-6","","Snow,Fog"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-06 07:00","2023","01","06","07:00","-2.2","","-2.5","","98","","","","10","","7","","2.4","","100.02","","","","-5","","Snow,Fog"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-06 08:00","2023","01","06","08:00","-2.4","","-2.6","","98","","","","7","","10","","2.4","","100.03","","","","-6","","Snow,Fog"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-06 09:00","2023","01","06","09:00","-2.2","","-2.5","","98","","","","8","","5","","1.6","","100.06","","","","-4","","Snow,Fog"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-06 10:00","2023","01","06","10:00","-1.8","","-2.1","","98","","","","8","","6","","1.2","","100.09","","","","-4","","Snow,Fog"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-06 11:00","2023","01","06","11:00","-1.7","","-2.1","","97","","","","5","","5","","1.6","","100.08","","","","-4","","Snow,Fog"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-06 12:00","2023","01","06","12:00","-1.1","","-1.5","","97","","","","11","","7","","1.2","","100.02","","","","-4","","Snow,Fog"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-06 13:00","2023","01","06","13:00","-0.5","","-0.8","","98","","","","12","","8","","1.2","","99.98","","","","-3","","Snow,Fog"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-06 14:00","2023","01","06","14:00","-0.3","","-0.5","","99","","","","16","","10","","1.0","","99.96","","","","-4","","Snow,Fog"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-06 15:00","2023","01","06","15:00","-0.1","","-0.1","","100","","","","16","","7","","0.8","","100.01","","","","-3","","Snow,Freezing Fog"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-06 16:00","2023","01","06","16:00","0.0","","0.0","","100","","","","18","","6","","1.2","","100.06","","","","-2","","Snow,Fog"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-06 17:00","2023","01","06","17:00","0.1","","0.1","","100","","","","17","","7","","1.6","","100.09","","","","","","Snow,Fog"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-06 18:00","2023","01","06","18:00","0.7","","0.7","","100","","","","22","","11","","9.7","","100.11","","","","","","Fog"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-06 19:00","2023","01","06","19:00","1.0","","0.2","","94","","","","28","","21","","6.4","","100.18","","","","","","Rain,Fog"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-06 20:00","2023","01","06","20:00","-0.1","","-0.8","","95","","","","27","","14","","2.0","","100.26","","","","-4","","Snow"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-06 21:00","2023","01","06","21:00","-0.4","","-2.2","","88","","","","28","","20","","24.1","","100.30","","","","-6","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-06 22:00","2023","01","06","22:00","-0.9","","-2.6","","88","","","","28","","23","","24.1","","100.31","","","","-7","","Mostly Cloudy"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-06 23:00","2023","01","06","23:00","-1.7","","-3.6","","87","","","","29","","18","","24.1","","100.33","","","","-7","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-07 00:00","2023","01","07","00:00","-2.4","","-4.8","","84","","","","29","","20","","24.1","","100.38","","","","-8","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-07 01:00","2023","01","07","01:00","-3.0","","-5.4","","84","","","","31","","27","","24.1","","100.40","","","","-10","","Mostly Cloudy"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-07 02:00","2023","01","07","02:00","-4.0","","-6.4","","83","","","","29","","18","","24.1","","100.45","","","","-10","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-01-07 03:00","2023","01","07","03:00","-4.5","","-7.0","","83","","","","30","","22","","24.1","","100.48","","","","-11","","NA"
